,genbank_accessions,genome_id,genome_name,organism_name,taxon_id,genome_status,strain,culture_collection,type_strain,completion_date,bioproject_accession,biosample_accession,refseq_accessions,sequencing_centers,sequencing_status,sequencing_platform,assembly_method,chromosomes,plasmids,genome_length,gc_content,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,host_health,comments,assembly_name,assembly_type,assembly_status,refseq_category,source_database,paired_accession,paired_assembly,bioproject_lineage_accessions,bioproject_lineage_titles,biosample_last_updated,biosample_publication_date,biosample_submission_date,biosample_package,biosample_status,biosample_description,biosample_owner,biosample_collected_by,biosample_lat_lon,biosample_sample_ids,biosample_models,biosample_bioprojects,biosample_attributes_json,annotation_name,annotation_provider,annotation_release_date,annotation_gene_total,annotation_gene_non_coding,annotation_gene_other,checkm_marker_set,checkm_marker_set_rank,checkm_version,checkm_completeness,checkm_contamination,checkm_completeness_percentile,checkm_species_tax_id,ani_match_status,ani_category,ani_comment,ani_submitted_match_assembly,ani_submitted_match_ani,ani_submitted_match_organism,assembly_stats_contig_n50,assembly_stats_contig_l50,assembly_stats_gc_count,assembly_stats_genome_coverage,assembly_stats_atgc_count,organism_infraspecific_names_strain,organism_infraspecific_names_isolate,assembly_stats_total_number_of_chromosomes,wgs_project_accession,annotation_count_gene_total,annotation_count_gene_protein_coding,annotation_count_gene_pseudogene,mash_cluster,mlst_source,mlst,isolation_source_l1,isolation_source_l2,serotype
1080,GCA_051257815.1,GCF_051257815.1,Pseudomonas aeruginosa 549457,Pseudomonas aeruginosa,287,Complete,549457,,,2025-07-10,PRJNA1281664,SAMN49607953,GCF_051257815.1,MRSN BI Team,OK,Oxford Nanopore MinION,Trycycler v. 0.5.3,2,1,6999881,65.5,6437,urine,2017-07-26,Uganda,Uganda,Homo sapiens,Missing,,ASM5125781v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051257815.1,"{'accession': 'GCA_051257815.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1281664,ST-1047 Pseudomonas aeruginosa Genome sequencing and assembly,2025-06-25T10:03:07.432,2025-06-25T00:00:00.000,2025-06-25T10:03:07.432,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-25T10:03:07.432'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}",{'name': 'MRSN BI Team'},Multidrug-Resistant Organism Repository and Surveillance Network,0.18 N 32.34 E,"{'label': 'Sample name', 'value': 'MRSN549457'}",Pathogen.cl,PRJNA1281664,"[{""name"": ""strain"", ""value"": ""549457""}, {""name"": ""collected_by"", ""value"": ""Multidrug-Resistant Organism Repository and Surveillance Network""}, {""name"": ""collection_date"", ""value"": ""2017-07-26""}, {""name"": ""geo_loc_name"", ""value"": ""Uganda""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""Missing""}, {""name"": ""isolation_source"", ""value"": ""urine""}, {""name"": ""lat_lon"", ""value"": ""0.18 N 32.34 E""}]",GCF_051257815.1-RS_2025_07_09,NCBI RefSeq,2025-07-09,6598,80,,Pseudomonas aeruginosa,species,v1.2.4,97.85,1.6,10.7178,287,species_match,category_na,na,GCA_001045685.1,98.94,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6857543,1,4598506,100.0,6999881,549457,,2.0,,6598.0,6437.0,81.0,12,PubMLST,1047,human,urinary,O7
1081,GCA_051257825.1,GCF_051257825.1,Pseudomonas aeruginosa 5506,Pseudomonas aeruginosa,287,Complete,5506,,,2025-07-10,PRJNA1281664,SAMN49607932,GCF_051257825.1,MRSN BI Team,OK,Oxford Nanopore MinION,Trycycler v. 0.5.3,3,2,6883718,66.0,6309,Tissue,2005-10-20,USA,USA,Homo sapiens,Missing,,ASM5125782v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051257825.1,"{'accession': 'GCA_051257825.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1281664,ST-1047 Pseudomonas aeruginosa Genome sequencing and assembly,2025-06-25T10:03:07.145,2025-06-25T00:00:00.000,2025-06-25T10:03:07.145,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-25T10:03:07.145'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}",{'name': 'MRSN BI Team'},Multidrug-Resistant Organism Repository and Surveillance Network,38.90 N 77.18 W,"{'label': 'Sample name', 'value': 'MRSN5506'}",Pathogen.cl,PRJNA1281664,"[{""name"": ""strain"", ""value"": ""5506""}, {""name"": ""collected_by"", ""value"": ""Multidrug-Resistant Organism Repository and Surveillance Network""}, {""name"": ""collection_date"", ""value"": ""2005-10-20""}, {""name"": ""geo_loc_name"", ""value"": ""USA""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""Missing""}, {""name"": ""isolation_source"", ""value"": ""Tissue""}, {""name"": ""lat_lon"", ""value"": ""38.90 N 77.18 W""}]",GCF_051257825.1-RS_2025_07_09,NCBI RefSeq,2025-07-09,6461,80,,Pseudomonas aeruginosa,species,v1.2.4,99.42,1.29,56.7366,287,species_match,category_na,na,GCA_001045685.1,98.94,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6833238,1,4545724,100.0,6883718,5506,,3.0,,6461.0,6309.0,72.0,12,PubMLST,1047,human,clinical_other,O7
1082,GCA_051257835.1,GCF_051257835.1,Pseudomonas aeruginosa 130275,Pseudomonas aeruginosa,287,Complete,130275,,,2025-07-10,PRJNA1281664,SAMN49607939,GCF_051257835.1,MRSN BI Team,OK,Oxford Nanopore MinION,Trycycler v. 0.5.3,1,0,6984853,66.0,6464,environmental,2023-12-07,Ukraine,Ukraine,Homo sapiens,Missing,,ASM5125783v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051257835.1,"{'accession': 'GCA_051257835.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1281664,ST-1047 Pseudomonas aeruginosa Genome sequencing and assembly,2025-06-25T10:03:07.275,2025-06-25T00:00:00.000,2025-06-25T10:03:07.275,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-25T10:03:07.275'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}",{'name': 'MRSN BI Team'},Multidrug-Resistant Organism Repository and Surveillance Network,50.27 N 30.31 E,"{'label': 'Sample name', 'value': 'MRSN130275'}",Pathogen.cl,PRJNA1281664,"[{""name"": ""strain"", ""value"": ""130275""}, {""name"": ""collected_by"", ""value"": ""Multidrug-Resistant Organism Repository and Surveillance Network""}, {""name"": ""collection_date"", ""value"": ""2023-12-07""}, {""name"": ""geo_loc_name"", ""value"": ""Ukraine""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""Missing""}, {""name"": ""isolation_source"", ""value"": ""environmental""}, {""name"": ""lat_lon"", ""value"": ""50.27 N 30.31 E""}]",GCF_051257835.1-RS_2025_07_09,NCBI RefSeq,2025-07-09,6621,85,,Pseudomonas aeruginosa,species,v1.2.4,99.34,0.92,49.4313,287,species_match,category_na,na,GCA_001045685.1,98.94,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6984853,1,4597779,100.0,6984853,130275,,1.0,,6621.0,6464.0,72.0,12,PubMLST,1047,environment,other,O7
1083,GCA_051257845.1,GCF_051257845.1,Pseudomonas aeruginosa 130364,Pseudomonas aeruginosa,287,Complete,130364,,,2025-07-10,PRJNA1281664,SAMN49607942,GCF_051257845.1,MRSN BI Team,OK,Oxford Nanopore MinION,Trycycler v. 0.5.3,1,0,7156000,66.0,6692,environmental,2023-11-27,Ukraine,Ukraine,Homo sapiens,Missing,,ASM5125784v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051257845.1,"{'accession': 'GCA_051257845.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1281664,ST-1047 Pseudomonas aeruginosa Genome sequencing and assembly,2025-06-25T10:03:07.306,2025-06-25T00:00:00.000,2025-06-25T10:03:07.306,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-25T10:03:07.306'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}",{'name': 'MRSN BI Team'},Multidrug-Resistant Organism Repository and Surveillance Network,50.27 N 30.31 E,"{'label': 'Sample name', 'value': 'MRSN130364'}",Pathogen.cl,PRJNA1281664,"[{""name"": ""strain"", ""value"": ""130364""}, {""name"": ""collected_by"", ""value"": ""Multidrug-Resistant Organism Repository and Surveillance Network""}, {""name"": ""collection_date"", ""value"": ""2023-11-27""}, {""name"": ""geo_loc_name"", ""value"": ""Ukraine""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""Missing""}, {""name"": ""isolation_source"", ""value"": ""environmental""}, {""name"": ""lat_lon"", ""value"": ""50.27 N 30.31 E""}]",GCF_051257845.1-RS_2025_07_10,NCBI RefSeq,2025-07-10,6868,87,,Pseudomonas aeruginosa,species,v1.2.4,99.51,1.37,64.9752,287,species_match,category_na,na,GCA_001045685.1,98.93,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,7156000,1,4712601,100.0,7156000,130364,,1.0,,6868.0,6692.0,89.0,12,PubMLST,1047,environment,other,O7
1084,GCA_051257855.1,GCF_051257855.1,Pseudomonas aeruginosa 1002765,Pseudomonas aeruginosa,287,Complete,1002765,,,2025-07-10,PRJNA1281664,SAMN49607954,GCF_051257855.1,MRSN BI Team,OK,Oxford Nanopore MinION,Trycycler v. 0.5.3,1,0,6945820,66.0,6349,Unknown,2018-01-01,USA,USA,Homo sapiens,Missing,,ASM5125785v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051257855.1,"{'accession': 'GCA_051257855.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1281664,ST-1047 Pseudomonas aeruginosa Genome sequencing and assembly,2025-06-25T10:03:07.443,2025-06-25T00:00:00.000,2025-06-25T10:03:07.443,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-25T10:03:07.443'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}",{'name': 'MRSN BI Team'},Multidrug-Resistant Organism Repository and Surveillance Network,38.90 N 77.18 W,"{'label': 'Sample name', 'value': 'MRSN1002765'}",Pathogen.cl,PRJNA1281664,"[{""name"": ""strain"", ""value"": ""1002765""}, {""name"": ""collected_by"", ""value"": ""Multidrug-Resistant Organism Repository and Surveillance Network""}, {""name"": ""collection_date"", ""value"": ""2018-01-01""}, {""name"": ""geo_loc_name"", ""value"": ""USA""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""Missing""}, {""name"": ""isolation_source"", ""value"": ""Unknown""}, {""name"": ""lat_lon"", ""value"": ""38.90 N 77.18 W""}]",GCF_051257855.1-RS_2025_07_10,NCBI RefSeq,2025-07-10,6500,80,,Pseudomonas aeruginosa,species,v1.2.4,99.42,1.56,56.7366,287,species_match,category_na,na,GCA_001045685.1,98.94,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6945820,1,4585353,100.0,6945820,1002765,,1.0,,6500.0,6349.0,71.0,12,PubMLST,1047,other,unknown,O7
1085,GCA_051257865.1,GCF_051257865.1,Pseudomonas aeruginosa 154012,Pseudomonas aeruginosa,287,Complete,154012,,,2025-07-10,PRJNA1281664,SAMN49607949,GCF_051257865.1,MRSN BI Team,OK,Oxford Nanopore MinION,Trycycler v. 0.5.3,1,0,6927772,66.0,6419,wound,2024-10-04,Ukraine,Ukraine,Homo sapiens,Missing,,ASM5125786v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051257865.1,"{'accession': 'GCA_051257865.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1281664,ST-1047 Pseudomonas aeruginosa Genome sequencing and assembly,2025-06-25T10:03:07.388,2025-06-25T00:00:00.000,2025-06-25T10:03:07.388,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-25T10:03:07.388'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}",{'name': 'MRSN BI Team'},Multidrug-Resistant Organism Repository and Surveillance Network,50.27 N 30.31 E,"{'label': 'Sample name', 'value': 'MRSN154012'}",Pathogen.cl,PRJNA1281664,"[{""name"": ""strain"", ""value"": ""154012""}, {""name"": ""collected_by"", ""value"": ""Multidrug-Resistant Organism Repository and Surveillance Network""}, {""name"": ""collection_date"", ""value"": ""2024-10-04""}, {""name"": ""geo_loc_name"", ""value"": ""Ukraine""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""Missing""}, {""name"": ""isolation_source"", ""value"": ""wound""}, {""name"": ""lat_lon"", ""value"": ""50.27 N 30.31 E""}]",GCF_051257865.1-RS_2025_07_10,NCBI RefSeq,2025-07-10,6582,84,,Pseudomonas aeruginosa,species,v1.2.4,99.27,1.07,41.6179,287,species_match,category_na,na,GCA_001045685.1,98.94,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6927772,1,4563436,100.0,6927772,154012,,1.0,,6582.0,6419.0,79.0,12,PubMLST,1047,human,wound_skin,O7
1086,GCA_051257875.1,GCF_051257875.1,Pseudomonas aeruginosa 129284,Pseudomonas aeruginosa,287,Complete,129284,,,2025-07-10,PRJNA1281664,SAMN49607935,GCF_051257875.1,MRSN BI Team,OK,Oxford Nanopore MinION,Trycycler v. 0.5.3,2,1,7180864,65.5,6702,wound,2023-12-06,Ukraine,Ukraine,Homo sapiens,Missing,,ASM5125787v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051257875.1,"{'accession': 'GCA_051257875.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1281664,ST-1047 Pseudomonas aeruginosa Genome sequencing and assembly,2025-06-25T10:03:07.232,2025-06-25T00:00:00.000,2025-06-25T10:03:07.232,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-25T10:03:07.232'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}",{'name': 'MRSN BI Team'},Multidrug-Resistant Organism Repository and Surveillance Network,50.27 N 30.31 E,"{'label': 'Sample name', 'value': 'MRSN129284'}",Pathogen.cl,PRJNA1281664,"[{""name"": ""strain"", ""value"": ""129284""}, {""name"": ""collected_by"", ""value"": ""Multidrug-Resistant Organism Repository and Surveillance Network""}, {""name"": ""collection_date"", ""value"": ""2023-12-06""}, {""name"": ""geo_loc_name"", ""value"": ""Ukraine""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""Missing""}, {""name"": ""isolation_source"", ""value"": ""wound""}, {""name"": ""lat_lon"", ""value"": ""50.27 N 30.31 E""}]",GCF_051257875.1-RS_2025_07_10,NCBI RefSeq,2025-07-10,6867,85,,Pseudomonas aeruginosa,species,v1.2.4,99.55,1.21,71.2424,287,species_match,category_na,na,GCA_001045685.1,98.93,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,7178082,1,4720296,100.0,7180864,129284,,2.0,,6867.0,6702.0,80.0,12,PubMLST,1047,human,wound_skin,O7
1087,GCA_051353645.1,GCF_051353645.1,Pseudomonas aeruginosa PAM6,Pseudomonas aeruginosa,287,Complete,PAM6,,,2025-07-16,PRJNA1278888,SAMN49276936,GCF_051353645.1,Xi an Fifth Hospital,OK,PacBio,flye v. V2.7,2,1,7375339,65.5,6839,Endotracheal intubation,2016,China,China: Xi'an,Homo sapiens,Infectious disease,,ASM5135364v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051353645.1,"{'accession': 'GCA_051353645.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1278888,Pseudomonas aeruginosa strain:PAM6 Genome sequencing,2025-06-18T14:01:03.177,2025-06-18T00:00:00.000,2025-06-17T22:47:05.007,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-06-18T11:30:09.529'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Xi an Fifth Hospital', 'contacts': [{}]}",Northwest University,34.267 N 108.9 E,"{'label': 'Sample name', 'value': 'PAM6'}",Pathogen.cl,PRJNA1278888,"[{""name"": ""strain"", ""value"": ""PAM6""}, {""name"": ""collected_by"", ""value"": ""Northwest University""}, {""name"": ""collection_date"", ""value"": ""2016""}, {""name"": ""geo_loc_name"", ""value"": ""China: Xi'an""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""Infectious disease""}, {""name"": ""isolation_source"", ""value"": ""Endotracheal intubation""}, {""name"": ""lat_lon"", ""value"": ""34.267 N 108.9 E""}]",GCF_051353645.1-RS_2025_07_15,NCBI RefSeq,2025-07-15,7017,81,,Pseudomonas aeruginosa,species,v1.2.4,99.48,1.73,60.9442,287,species_match,category_na,na,GCA_001045685.1,98.92,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6923745,1,4828075,115.0,7375339,PAM6,,2.0,,7017.0,6839.0,97.0,11,PubMLST,357,human,respiratory,O11
1088,GCA_051416385.1,GCF_051416385.1,Pseudomonas aeruginosa SRMPA3523,Pseudomonas aeruginosa,287,Complete,SRMPA3523,,,2025-07-21,PRJNA1276235,SAMN48952663,GCF_051416385.1,Zhejiang Provincial Peoples Hospital,OK,Oxford Nanopore,Unicycler v. 10.0,5,4,7138065,65.5,6674,clinical,2025-02-01,China,China: Hangzhou,patient,,,ASM5141638v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051416385.1,"{'accession': 'GCA_051416385.1', 'status': 'current'}",PRJNA1276235,Pseudomonas aeruginosa Genome sequencing,2025-07-14T14:23:03.242,2025-06-08T00:00:00.000,2025-06-08T22:24:04.216,Microbe.1.0,"{'status': 'live', 'when': '2025-06-08T22:24:04.218'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Zhejiang Provincial Peoples Hospital', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': 'SRMPA3523'}","Microbe, viral or environmental",,"[{""name"": ""strain"", ""value"": ""SRMPA3523""}, {""name"": ""host"", ""value"": ""patient""}, {""name"": ""isolation_source"", ""value"": ""clinical""}, {""name"": ""collection_date"", ""value"": ""2025-02-01""}, {""name"": ""geo_loc_name"", ""value"": ""China: Hangzhou""}, {""name"": ""sample_type"", ""value"": ""NA""}]",GCF_051416385.1-RS_2025_07_21,NCBI RefSeq,2025-07-21,6829,81,,Pseudomonas aeruginosa,species,v1.2.4,98.65,1.81,18.6472,287,species_match,category_na,na,GCA_001045685.1,98.91,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6592422,1,4675506,200.0,7138065,SRMPA3523,,5.0,,6829.0,6674.0,74.0,14,PubMLST,1076,human,clinical_other,O11
1089,GCA_051515095.1,GCF_051515095.1,Pseudomonas aeruginosa PA56381,Pseudomonas aeruginosa,287,Complete,PA56381,,,2025-07-29,PRJNA1290494,SAMN49921372,GCF_051515095.1,Fudan University,OK,Oxford Nanopore; Illumina,Unicycler v. v0.5.1,1,0,6961963,66.0,6380,sputum,2019,China,China: Shanghai,Homo sapiens,Not collected,,ASM5151509v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051515095.1,"{'accession': 'GCA_051515095.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1290494,Pseudomonas aeruginosa strain:PA56381 | isolate:PA56381 Genome sequencing,2025-07-14T14:33:01.418,2025-07-11T00:00:00.000,2025-07-11T22:34:05.076,Pathogen.cl.1.0,"{'status': 'live', 'when': '2025-07-11T22:34:05.077'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Fudan University', 'contacts': [{}]}",Zhewei Sun,Not collected,"{'label': 'Sample name', 'value': 'PA56381'}",Pathogen.cl,PRJNA1290494,"[{""name"": ""strain"", ""value"": ""PA56381""}, {""name"": ""collected_by"", ""value"": ""Zhewei Sun""}, {""name"": ""collection_date"", ""value"": ""2019""}, {""name"": ""geo_loc_name"", ""value"": ""China: Shanghai""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""Not collected""}, {""name"": ""isolation_source"", ""value"": ""sputum""}, {""name"": ""lat_lon"", ""value"": ""Not collected""}]",GCF_051515095.1-RS_2025_07_24,NCBI RefSeq,2025-07-24,6538,81,,Pseudomonas aeruginosa,species,v1.2.4,99.82,1.36,94.5445,287,species_match,category_na,na,GCA_008801675.1,99.42,Pseudomonas aeruginosa,6961963,1,4589244,100.0,6961963,PA56381,,1.0,,6538.0,6380.0,77.0,77,PubMLST,360,human,respiratory,O2
1090,GCA_051599335.1,GCF_051599335.1,Pseudomonas aeruginosa CRPA24_9.1,Pseudomonas aeruginosa,287,Complete,CRPA24_9.1,,,2025-08-01,PRJDB20638,SAMD00901462,GCF_051599335.1,Gunma University,OK,Illumina NovaSeq X; Nanopore PromethION 2 solo,Unicycler v. 0.5.1,1,0,6432872,66.5,5846,not applicable,2017,Japan,Japan,not applicable,,,ASM5159933v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051599335.1,"{'accession': 'GCA_051599335.1', 'status': 'current', 'annotationName': 'Annotation submitted by Gunma University'}",PRJDB20638,Carbapenem-resistant Pseudomonas aeruginosa strains in a hospital in Japan,2025-05-22T20:42:27.000,2025-05-23T00:00:00.000,2025-05-24T01:02:07.973,Generic.1.0,"{'status': 'live', 'when': '2025-05-24T01:02:07.975'}","{'title': 'Carbapenem-resistant Pseudomonas aeruginosa_24', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Carbapenem-resistant Pseudomonas aeruginosa_24'}",{'name': 'Gunma University'},,,,Generic,PRJDB20638,"[{""name"": ""sample_name"", ""value"": ""Carbapenem-resistant Pseudomonas aeruginosa_24""}, {""name"": ""collection_date"", ""value"": ""2017""}, {""name"": ""geo_loc_name"", ""value"": ""Japan""}, {""name"": ""host"", ""value"": ""not applicable""}, {""name"": ""isolate"", ""value"": ""PA24_9.1""}, {""name"": ""isolation_source"", ""value"": ""not applicable""}, {""name"": ""locus_tag_prefix"", ""value"": ""CRPA24""}, {""name"": ""sample_type"", ""value"": ""Assemble genome""}, {""name"": ""strain"", ""value"": ""CRPA24_9.1""}]",GCF_051599335.1-RS_2025_08_01,NCBI RefSeq,2025-08-01,5958,80,,Pseudomonas aeruginosa,species,v1.2.4,99.61,0.26,76.4274,287,species_match,category_na,na,GCA_024169805.1,99.39,Pseudomonas aeruginosa,6432872,1,4270926,440.0,6432872,CRPA24_9.1,PA24_9.1,1.0,,5958.0,5846.0,32.0,60,PubMLST,261,other,unknown,O6
1091,GCA_051853055.1,GCF_051853055.1,Pseudomonas aeruginosa AUS531,Pseudomonas aeruginosa,287,Complete,AUS531,,,2025-08-08,,SAMN47757631,GCF_051853055.1,Instituto Nacional de Cardiologia,OK,Oxford Nanopore MinION,"CLC NGS Cell v. MAR,2023",1,0,6326572,66.5,5733,,1995-01-01/2012-01-01,Australia,Australia: Commonwealth,Homo sapiens,,,ASM5185305v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_051853055.1,"{'accession': 'GCA_051853055.1', 'status': 'current'}",,,2025-04-10T12:38:18.117,2025-04-04T00:00:00.000,2025-04-02T18:50:04.546,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2025-04-04T00:41:46.953'}","{'title': 'MIGS Cultured Bacterial/Archaeal sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}","{'name': 'Instituto Nacional de Cardiologia', 'contacts': [{}]}",,missing,"{'label': 'Sample name', 'value': 'AUS531'};{'db': 'SRA', 'value': 'SRS24591687'}",MIGS.ba;MIGS/MIMS/MIMARKS.human-associated,PRJNA1245488,"[{""name"": ""collection_date"", ""value"": ""1995-01-01/2012-01-01""}, {""name"": ""env_broad_scale"", ""value"": ""hospital""}, {""name"": ""env_local_scale"", ""value"": ""clinical patients""}, {""name"": ""env_medium"", ""value"": ""respiratory tract isolates from patients""}, {""name"": ""geo_loc_name"", ""value"": ""Australia: Commonwealth""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isol_growth_condt"", ""value"": ""cystic fibrosis patients""}, {""name"": ""lat_lon"", ""value"": ""missing""}, {""name"": ""num_replicons"", ""value"": ""1""}, {""name"": ""ref_biomaterial"", ""value"": ""Ambroa A, Blasco L, Lpez-Causap C, Trastoy R, Fernandez-Garca L, Bleriot I, Ponce-Alonso M, Pacios O, Lpez M, Cantn R, Kidd TJ, Bou G, Oliver A and Toms M (2020) Temperate Bacteriophages (Prophages) in Pseudomonas aeruginosa Isolates Belonging to the International Cystic Fibrosis Clone (CC274). Front. Microbiol. 11:556706. doi: 10.3389/fmicb.2020.556706""}, {""name"": ""Tax ID"", ""value"": ""287""}, {""name"": ""strain"", ""value"": ""AUS531""}]",GCF_051853055.1-RS_2025_08_07,NCBI RefSeq,2025-08-07,5846,79,,Pseudomonas aeruginosa,species,v1.2.4,99.61,0.28,76.4274,287,species_match,category_na,na,GCA_001045685.1,99.44,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6326572,1,4206300,102.0,6326572,AUS531,,1.0,,5846.0,5733.0,34.0,78,-,-,other,unknown,O3
